Biagrams,Frequency
"('forwarding', 'human')",1
"('human', 'souls')",1
"('x98x85', 'military')",1
"('killing', 'displacing')",1
"('month', 'x94')",1
"('story', 'x98x85')",1
"('x94', 'amotekun')",1
"('terrorists', 'sponsored')",1
"('sponsored', 'nigeria')",1
"('killing', 'country')",1
"('country', 'mscheww')",1
"('values', 'terrorism')",1
"('triggering', 'attacks')",1
"('herdsmen', 'accurate')",1
"('mscheww', 'sense')",1
"('simon', 'running')",1
"('running', 'radicalising')",1
"('radicalising', 'people')",1
"('people', 'triggering')",1
"('attacks', 'weeks')",1
"('political', 'values')",1
"('bandits', 'herds')",1
"('kills', 'peaceful')",1
"(""c'mon"", 'nigeria')",1
"('amotekun', 'raises')",1
"('sudden', 'influx')",1
"('igbos', 'political')",1
"('government', 'killing')",1
"('accurate', ""'"")",1
"('newspapers', 'ca')",1
"('adamawa', 't')",1
"('abokis', 'a')",1
"('dignifying', 'himho')",1
"('romancing', 'juicy')",1
"('juicy', 'positionsand')",1
"('positionsand', 'fulani')",1
"('herdsmen', 'families')",1
"('families', ""'"")",1
"(""'re"", 'dignifying')",1
"('alarm', 'sudden')",1
"(""n't"", 'abokis')",1
"('africa', 'experiencin')",1
"(""'ll"", 'pinch')",1
"('countries', 'africa')",1
"('school', 'selfx98x82common')",1
"('selfx98x82common', 'newspapers')",1
"('panic', 'armed')",1
"('herdsmen', 'storm')",1
"('benue', 'reduced')",1
"('typed', 'fulani')",1
"('north', 'romancing')",1
"('soldier', 'othersxa0some')",1
"('othersxa0some', 'armed')",1
"('reportedly', 'caused')",1
"('nigeria', 'suspected')",1
"('x98xb4x98xb4x98xb4i', 'typed')",1
"('herdsmen', 'fulanialmost')",1
"('issue', 'benue')",1
"('fulanialmost', 'countries')",1
"('himho', ""'ll"")",1
"('pinch', '``')",1
"('hypocrites', 'everywhere')",1
"('nothing', 'physical')",1
"('herdsmen', 'issue')",1
"('technology', 'tracking')",1
"('reduced', 'othey')",1
"('othey', ""'visit"")",1
"(""'"", 'cake')",1
"('government', 'attacked')",1
"('powerline', 'agooyinbo')",1
"('injury', 'patientthe')",1
"('peoples', 'y')",1
"('brothers', 'accommodate')",1
"('accommodate', 'them')",1
"('people', 'madness')",1
"('madness', 'lie')",1
"('first', 'injury')",1
"('patientthe', 'young')",1
"('farmers', 'powerline')",1
"('physical', 'months')",1
"('herdsmenhe', 'nothing')",1
"('``', 'national')",1
"(""'d"", 'ashame')",1
"('attacked', 'by')",1
"('amotekun', 'corps')",1
"('codenamed', 'amotekun')",1
"('people', 'massacred')",1
"('going', 'weather')",1
"('thatx99s', 'going')",1
"('necknkeep', 'supporting')",1
"('supporting', 'rubbish')",1
"('rubbish', 'herd')",1
"('whose', 'people')",1
"('massacred', 'daily')",1
"('state', 'security')",1
"('daily', 'apcbacked')",1
"('apcbacked', 'herdsmenyou')",1
"('herdsmenyou', ""'d"")",1
"('passed', 'school')",1
"('herdsmen', 'hypocrites')",1
"('protesters', 'protects')",1
"('national', ""'"")",1
"('corps', 'raised')",1
"('worries', 'nigeria')",1
"('alarm', 'influx')",1
"('termed', 'illegal')",1
"('buhari', 'spoke')",1
"('illegal', 'he')",1
"('remind', 'south')",1
"('south', 'foolsn')",1
"('foolsn', 'haram')",1
"('haram', 'appointed')",1
"('appointed', 'buhari')",1
"('persons', 'killed')",1
"('middle', 'st')",1
"('killed', 'fulanii')",1
"('network', 'codenamed')",1
"('communities', 'daily')",1
"('terrorists', 'invaders')",1
"('people', 'trad')",1
"('continue', 'attacks')",1
"('latest', 'incidents')",1
"('killed', 'bandits')",1
"('segun', 'a')",1
"('influx', 'termed')",1
"('wrong', 'people')",1
"('incidents', 'claiming')",1
"('claiming', 'lives')",1
"('lives', 'charles')",1
"('charles', 'segun')",1
"('x8cx8dcommander', 'nigerian')",1
"('financial', 'bandits')",1
"('people', 'built')",1
"('state', 'latest')",1
"('built', 'bridges')",1
"('bridges', 'north')",1
"('fulanii', 'herdsmen')",1
"('invaders', 'sponsored')",1
"('weather', 'fulani')",1
"('okonkwo', 'allowing')",1
"('crimes', 'nigerian')",1
"('people', ""didn'"")",1
"('ix99m', 'state')",1
"('fight', 'attack')",1
"('allowing', 'fulani')",1
"('terrorists', 'buhari')",1
"('buhari', 'sp')",1
"('happened', 'ilorin')",1
"('ilorin', 'tired')",1
"('tired', 'fight')",1
"('attack', 'ndigbooo')",1
"('supporting', 'by')",1
"('ndigbooo', 'wh')",1
"('president', 'killer')",1
"('herdsmen', 'financial')",1
"('biafra', 'thatx99s')",1
"('anyone', 'killed')",1
"('state', 'precisely')",1
"('precisely', 'ix99ve')",1
"('unable', 'track')",1
"('x92x94x98xa2ow', 'people')",1
"('really', 'could')",1
"('ix99ve', 'people')",1
"('prophets', 'taken')",1
"('taken', 'lives')",1
"('lives', 'killer')",1
"('herdsmen', 'x92x94x98xa2ow')",1
"('people', 'till')",1
"('track', 'kidnappers')",1
"('international', 'fulani')",1
"('gunman', ""'"")",1
"('calling', 'terrorism')",1
"('gunman', 'fulani')",1
"('terrorism', 'supporting')",1
"('right', 'nose')",1
"('sponsored', 'nigerian')",1
"('nigerian', 'people')",1
"('could', 'trace')",1
"('chase', 'fulani')",1
"('committing', 'crimes')",1
"('thanks', 'himeidti')",1
"('close', 'criminals')",1
"('criminals', 'effortspecially')",1
"('effortspecially', 'marauding')",1
"('marauding', 'herds')",1
"('herdsmen', 'out')",1
"('haram', 'xa1xa1xa1')",1
"('himeidti', 'herdsmen')",1
"('think', 'energy')",1
"('northern', 'darfur')",1
"('darfur', 'tapped')",1
"('tapped', 'livelihood')",1
"('livelihood', 'resource')",1
"('picking', 'fulani')",1
"('energy', 'fight')",1
"('herdsmen', 'peoples')",1
"('disguising', 'fulani')",1
"('trace', 'close')",1
"('xa1xa1xa1', ""'"")",1
"('course', 'precisely')",1
"('precisely', 'they')",1
"('they', ""'ve"")",1
"(""'ve"", 'disguising')",1
"('herdsmen', 'least')",1
"('resource', 'commissioneo')",1
"('least', 'many')",1
"('amotekun', 'worried')",1
"('worried', 'influx')",1
"('herdsmen', 'x98sneaked')",1
"('x98sneaked', 'intoxa0state')",1
"('haram', 'committing')",1
"('tinubu', 'yoruba')",1
"('seriouslections', 'lagos')",1
"('brothers', 'afraid')",1
"('banditsherdsmenboko', 'first')",1
"('people', 'shielding')",1
"('herdsmen', 'ki')",1
"('sambisa', ""'"")",1
"('lagos', 'marred')",1
"('marred', 'wi')",1
"('useless', 'people')",1
"('people', 'can')",1
"('not', 'herdsmen')",1
"('members', 'sambisa')",1
"('x9cthe', 'unable')",1
"('shielding', 'haram')",1
"('first', 'defend')",1
"('defend', 'urselves')",1
"('urselves', 'marauding')",1
"('villages', 'i')",1
"('herdsmen', 'prosecutedboko')",1
"('start', 'picking')",1
"('intentional', 'people')",1
"('tooweyrey', '')",1
"('first', 'seriouslections')",1
"('needs', 'a')",1
"('prosecutedboko', 'haram')",1
"('haram', 'willingly')",1
"('willingly', 'confessing')",1
"('confessing', 'tooweyrey')",1
"('finish', 'reveal')",1
"('confessiono', 'intentional')",1
"('reveal', 'herdsman')",1
"('herdsman', 'konwe')",1
"('konwe', 'yoruba')",1
"('yoruba', 'herds')",1
"('nigeria', 'you')",1
"('rather', 'motivat')",1
"('arrested', 'adamawa')",1
"('herdsmen', 'mayhem')",1
"('tinubu', 'shoes')",1
"('cyber', 'bully')",1
"('locate', 'cyber')",1
"('crisis', 'n')",1
"('others', 'benueremoval')",1
"('benueremoval', 'subsidy')",1
"('subsidy', 'recipe')",1
"('recipe', 'social')",1
"('social', 'economic')",1
"('economic', 'crisis')",1
"('fulani', 'herdsman')",1
"('bully', 'can')",1
"('herdsman', 'killed')",1
"('killed', 'fasorantis')",1
"('fasorantis', 'daughter')",1
"('daughter', 'tinibu')",1
"('tinibu', 'defend')",1
"('animals', ""'"")",1
"('bragging', 'locate')",1
"('officer', 'bragging')",1
"('kanue', 'discharged')",1
"('nigerians', 'animals')",1
"('locate', 'terrorists')",1
"('nigeria', 'x98x82x98x82')",1
"('x98x82x98x82', ""''"")",1
"('government', 'nnamdi')",1
"('nnamdi', 'kanue')",1
"('acquittedthe', 'not')",1
"('police', 'officer')",1
"('amazingyou', 'trace')",1
"('trace', 'anybodybut')",1
"('anybodybut', 'ca')",1
"('trace', 'haram/herdsmenis')",1
"('haram/herdsmenis', 'amazing')",1
"('amazing', 'cap')",1
"('respect', 'tweeting')",1
"('civil', 'unrest')",1
"('ballot', 'snatchers')",1
"('benin', 'republic')",1
"('atiku', 'tinubu')",1
"('shoes', 'current')",1
"('suggested', 'buhari')",1
"('current', 'president')",1
"('president', 'elect')",1
"('elect', 'hardly')",1
"('hardly', 'notice')",1
"('notice', 'called')",1
"('called', 'him')",1
"('buhari', 'release')",1
"('republic', 'result')",1
"('release', 'naira')",1
"('naira', 'bokoharam')",1
"('herdsmen', 'negotiate')",1
"('negotiate', 'killing')",1
"('tweeting', 'nonsense')",1
"('severely', 'people')",1
"('dealing', 'severely')",1
"('haram', 'he')",1
"('afraid', 'tinubu')",1
"('adamawa', 'right')",1
"('ediot', ""'"")",1
"('nonsense', 'pridedamawa')",1
"('pridedamawa', 'oluomo')",1
"('oluomo', 'haram')",1
"('the', 'election')",1
"('lovers', 'dealing')",1
"('election', 'would')",1
"('would', 'hotyou')",1
"('hotyou', 'pursued')",1
"('pursued', 'villages')",1
"('villages', 'herdsmen')",1
"('herdsmen', 'lovers')",1
"('fleeing', 'benin')",1
"('people', 'ediot')",1
"('public', 'civil')",1
"('right', 'x98x82bandit')",1
"('bethel', 'upg')",1
"('x98x82x98x82x98x82x98x82', 'threatyou')",1
"('tribesmen', 'a')",1
"('settled', 'bethel')",1
"('oluomo', 'louts')",1
"('louts', 'paygrade')",1
"('paygrade', 'abi')",1
"('abi', ""''"")",1
"('defending', 'tribesmen')",1
"('oluomo', 'fulani')",1
"('unrest', 'comi')",1
"('herdsmen', 'onanuga')",1
"('onanuga', 'others')",1
"('others', 'causing')",1
"('causing', 'public')",1
"('1x935y', 'settled')",1
"('abraham', 'great')",1
"('traveled', 'abraham')",1
"('repair', 'hospital')",1
"('result', 'herdsmen')",1
"('x98x82bandit', 'herdsmen')",1
"('fbiwhy', 'killer')",1
"('genesis', '1x935y')",1
"('acts', ""'"")",1
"('atleast', 'repair')",1
"('hospital', 'clanmates')",1
"('won', 'condemn')",1
"('clanmates', 'herdsmen')",1
"(""''"", 'what')",1
"('what', 'location')",1
"('location', 'haram')",1
"('herdsmen', 'trying')",1
"('trying', 'something')",1
"('adamawa', 'herdsmen')",1
"('great', 'journey')",1
"('journey', 'genesis')",1
"('defeated', 'haram')",1
"('numbers', 'actions')",1
"('matter', 'numbers')",1
"('terrorists', 'herdsmenlease')",1
"('herdsmen', 'likes')",1
"('herdsmen', 'amon')",1
"('attacking', 'villages')",1
"('kaduna', ""'"")",1
"('gunmen', 'known')",1
"('known', 'fulani')",1
"('herdsmenlease', 'start')",1
"('herdsmen', 'kidn')",1
"('herdsmen', 'simple')",1
"('simple', 'people')",1
"('people', 'bully')",1
"('underrate', 'police')",1
"('trace', 'herdsmen')",1
"('kidnappers', 'thugs')",1
"('traced', 'kidnappers')",1
"('godshow', 'fulani')",1
"('expressed', 'worr')",1
"('amotekun', 'expressed')",1
"('elections', 'killer')",1
"('politicsna', 'for')",1
"('disrupted', 'elections')",1
"('story', 'godshow')",1
"('people', 'arrested')",1
"('people', 'traced')",1
"('arrested', 'killing')",1
"('killing', 'slaughtering')",1
"('slaughtering', 'is')",1
"('ranting', 'herdsmen')",1
"('slaughtering', 'you')",1
"('twitter', 'people')",1
"('force', 'defeated')",1
"('thugs', 'maimed')",1
"('threatyou', 'fbiwhy')",1
"('maimed', 'voters')",1
"('perpetuate', 'acts')",1
"('terrorist', 'organizatio')",1
"('enables', 'perpetuate')",1
"('enuguowobenue', 'enables')",1
"('havoc', 'grief')",1
"('country', 'years')",1
"('years', '')",1
"('haven', 'picked')",1
"('herdsmen', 'despite')",1
"('snatchers', 'hoodlums')",1
"('despite', 'crimesou')",1
"('crimesou', 'an')",1
"('trace', 'cyberbully')",1
"('cyberbully', 'killer')",1
"('herdsmen', 'ballot')",1
"('hoodlums', 'hooligans')",1
"('isn', 'wanted')",1
"('townsthe', 'amotekun')",1
"('likes', 'niger')",1
"('voters', 'disrupted')",1
"('claiming', 'insist')",1
"('grief', 'country')",1
"('causing', 'havoc')",1
"('herdsmen', 'enuguowobenue')",1
"('kidnapping', 'causing')",1
"('herdsmen', 'claiming')",1
"('border', 'townsthe')",1
"('insist', 'getting')",1
"('adamawa', 'isn')",1
"('getting', 'allocatio')",1
"('herders', 'found')",1
"('found', 'state')",1
"('state', 'border')",1
"('bandits', 'finish')",1
"('finish', 'x98x82x98x82x98x82x98x82x98x82x98x82x98x82')",1
"('miserable', 'individuals')",1
"('politicians', 'miserable')",1
"('online', 'common')",1
"('every', 'comment')",1
"('x98x82x98x82x98x82x98x82x98x82x98x82x98x82', 'xa1')",1
"('wanted', 'manwhere')",1
"('manwhere', 'terrorists')",1
"('track', 'cyber')",1
"('cyber', 'bullies')",1
"('responding', 'every')",1
"('comment', 'throwing')",1
"('muscles', 'online')",1
"('throwing', 'tantrums')",1
"('oponu', 'herdsmen')",1
"('never', 'kidnap')",1
"('kidnap', 'families')",1
"(""''"", 'all')",1
"('common', 'civilian')",1
"('civilian', 'herdsmen')",1
"('okonkwo', 'x9cfrom')",1
"('beasts', ""'"")",1
"('political', 'class')",1
"('oluomo', 'politicians')",1
"('politicians', 'thiev')",1
"('involve', 'responding')",1
"('police', 'involve')",1
"('x98killer', 'her')",1
"('bullies', 'track')",1
"('kidnappers', 'x98killer')",1
"('track', 'fulani')",1
"('herdsmen', 'chibok')",1
"('chibok', 'girlsbunch')",1
"('girlsbunch', 'toothless')",1
"('toothless', 'beasts')",1
"('churchill', 'okonkwo')",1
"('all', 'muscles')",1
"('x9cfrom', 'political')",1
"('class', 'thugs')",1
"('report', 'telling')",1
"('called', 'dancoteo')",1
"('wearing', 'certain')",1
"('opponents', 'bandits')",1
"('indegenous', 'people')",1
"('dislodge', 'indegenous')",1
"('attempting', 'dislodge')",1
"('people', 'wearing')",1
"('terrorist', 'recruited')",1
"('certain', 'colours')",1
"('individuals', 'called')",1
"('track', 'people')",1
"('using', 'analogy')",1
"('analogy', 'fut')",1
"('northern', 'politicians')",1
"('dancoteo', 'the')",1
"('country', 'nigeriawhere')",1
"('herdsmen', 'politicsna')",1
"('president', 'national')",1
"('thugs', 'opponents')",1
"('recruited', 'bandits')",1
"('people', 'oh')",1
"('telling', 'people')",1
"('security', 'report')",1
"('insecurity', 'across')",1
"('leave', 'bandtsthey')",1
"('herdsmen', 'insurgent')",1
"('bandtsthey', 'turban')",1
"('turban', 'coronated')",1
"('coronated', 'someyou')",1
"('someyou', 'leave')",1
"('leave', 'fulan')",1
"('fulan', 'herdsmen')",1
"('insecurity', 'health')",1
"('people', 'clamoured')",1
"('terms', 'security')",1
"('x87xacx87xa7', 'killing')",1
"('fulani', 'herdsmenivide')",1
"('biafra', 'fulani')",1
"('islamabad', 'fulani')",1
"('department', 'services')",1
"('services', 'herd')",1
"('responsible', 'insecurity')",1
"('across', 'country')",1
"('nomadic', 'herdsmen')",1
"('statenter', 'warri')",1
"('happen', 'father')",1
"('killing', 'biafra')",1
"('father', 'birth')",1
"('happy', 'herdsmen')",1
"('herdsmen', 'blood')",1
"('supporting', 'x87xacx87xa7/')",1
"('herdsmenivide', 'nigeria')",1
"('unchecked', 'killings')",1
"('least', 'unchecked')",1
"('delta', 'statenter')",1
"('state', 'vigilante')",1
"('unfortunately', 'scammed')",1
"('nigeria', 'destroy')",1
"('destroy', 'terrorist')",1
"('terrorist', 'busine')",1
"('bokoharam', 'islamabad')",1
"('country', 'achieve')",1
"('deliberatelyt', 'least')",1
"('clowns', 'delta')",1
"('achieve', 'surrender')",1
"('surrender', 'faiths')",1
"('faiths', 'establish')",1
"('establish', 'to')",1
"('buhari', 'deliberatelyt')",1
"('killings', 'bia')",1
"('killings', 'b')",1
"('listening', 'beautiful')",1
"('scammed', 'means')",1
"('herdsmen', 'wetin')",1
"('herdsmen', 'killin')",1
"('``', 'herders/farmers')",1
"('making', 'threats')",1
"('threats', 'foole')",1
"('foole', 'clowns')",1
"('injustce', 'leave')",1
"('first', 'nomadic')",1
"('bandits', 'terrorists')",1
"('served', 'traveled')",1
"('aware', 'happening')",1
"('traveled', 'taraba')",1
"('taraba', 'within')",1
"('within', 'c')",1
"('bandits', 'indabosky')",1
"('wetin', 'created')",1
"('security', 'challenges')",1
"('tackle', 'security')",1
"('herders/farmers', 'clash')",1
"('challenges', 'haram')",1
"('means', 'that')",1
"('created', 'stupid')",1
"('stupid', 'media')",1
"('media', 'since')",1
"('since', 'election')",1
"('would', '``')",1
"('energy', 'tackle')",1
"('muric', 'danger')",1
"('souls', 'would')",1
"('leave', 'killer')",1
"('terror', 'groups')",1
"('groups', 'warned')",1
"('warned', 'buhari')",1
"('going', 'someone')",1
"('middle', 'hands')",1
"('buhari', 'aware')",1
"('terrorist', 'killing')",1
"('census', 'mayerdsmen')",1
"('indigenous', 'farme')",1
"('jabal', 'first')",1
"('beautiful', 'music')",1
"('music', 'nothing')",1
"('nothing', 'matter')",1
"('innocent', 'souls')",1
"('election', 'd')",1
"('danger', 'eeeaybe')",1
"('x9cherdsmenx9d', 'killing')",1
"('innocent', 'indigenous')",1
"('truth', 'exposed')",1
"('exposed', 'nigeria')",1
"('nigeria', 'peo')",1
"('farmers', 'herdmlsmen')",1
"('mayerdsmen', 'killing')",1
"('first', 'place')",1
"('start', 'first')",1
"('genesis', 'jabal')",1
"('vigilante', 'similar')",1
"('private', 'business')",1
"('killing', 'aggressively')",1
"('aggressively', 'settling')",1
"('settling', 'therehe')",1
"('therehe', 'government')",1
"('christians', 'truth')",1
"('would', 'start')",1
"('trying', 'ar')",1
"('eeeaybe', 'herdsmen')",1
"('dabiri', 'trying')",1
"('herdsmen', 'lives')",1
"('lives', ""'"")",1
"('xa7xa9', 'would')",1
"('herdmlsmen', 'crisis')",1
"('place', 'private')",1
"('fathers', 'middle')",1
"('business', 'owners')",1
"('shame', 'wonder')",1
"('deari', 'herdsmen')",1
"('field', 'twit')",1
"('ahead', 'choiceuba')",1
"('choiceuba', 'marwa')",1
"('marwa', 'active')",1
"('active', 'abike')",1
"('abike', 'dabiri')",1
"('downidnappers', 'bandits')",1
"('completely', 'choose')",1
"('hahaha', 'deari')",1
"('wetin', 'buhari')",1
"('tacticsxbf', 'tactics')",1
"('tactics', 'herdsmen')",1
"('mothers', 'fathers')",1
"('wonder', 'children')",1
"(""''"", 'twisted')",1
"('farmers', 'clash')",1
"('herdsmen', 'capacity')",1
"('someone', 'listening')",1
"('owners', 's')",1
"('children', 'tweetrrest')",1
"('tweetrrest', 'herdsm')",1
"('anything', 'concerns')",1
"('concerns', 'fulani')",1
"('capacity', 'cause')",1
"('farmers', 'crises')",1
"('buhari', 'tacticsxbf')",1
"('criminals', 'kidnappers')",1
"('herdsmen/bandits', '``')",1
"('hides', 'criminals')",1
"('etcreate', 'mor')",1
"('headlines', '``')",1
"('indabosky', ""'"")",1
"('twisted', 'n')",1
"('remember', 'people')",1
"('parts', 'nigeria')",1
"('bokoharram', 'bandits')",1
"('ceded', 'bokoharram')",1
"('cause', 'da')",1
"('sudan', 'citizens')",1
"('citizens', 'abandon')",1
"('abandon', 'herds')",1
"('actually', 'kidnappers')",1
"('bokoharam', 'terrorizing')",1
"('lolmay', 'hides')",1
"('``', 'abduction')",1
"('nigeria', 'ceded')",1
"('create', 'herdsmen')",1
"('teach', 'nigeria')",1
"('country', 'equal')",1
"('equal', 'human')",1
"('beloved', 'president')",1
"('lekkihould', 'killing')",1
"('citizens', 'lekkihould')",1
"('going', 'tweets')",1
"('civilians', 'alone')",1
"('innocent', 'civilians')",1
"('buhari', 'integrityhe')",1
"('integrityhe', 'transparent')",1
"('transparent', 'accountable')",1
"('accountable', 'go')",1
"('tweets', 'track')",1
"('palliative', 'citizens')",1
"('track', 'unknown')",1
"('nigeria', 'country')",1
"('function', 'teach')",1
"('abduction', ""''"")",1
"('fatalities', 'taraba')",1
"('government', 'palliative')",1
"('human', 'l')",1
"(""'gangs"", 'london')",1
"('truly', 'become')",1
"('london', ""'"")",1
"('moving', 'aroundigeria')",1
"('results', 'fatalities')",1
"('aroundigeria', 'deep')",1
"('deep', ""''"")",1
"(""''"", 'fresh')",1
"('fresh', 'nigeria')",1
"('herdsmen', 'conflict')",1
"('conflict', 'results')",1
"('gunmen', 'etcreate')",1
"('sudan', 'nigerian')",1
"('discussion', 'create')",1
"('haram', 'herdsmennd')",1
"('angle', 't')",1
"('killed', 'terrorists')",1
"('security', 'off')",1
"('nigerian', 'sudan')",1
"('lolso', 'decendant')",1
"('leave', 'innocent')",1
"('advent', 'of')",1
"(""'"", 'understand')",1
"('chibok', 'girlsdeborah')",1
"('decendant', 'wiped')",1
"('wiped', 'since')",1
"('since', 'century')",1
"('century', 'advent')",1
"('kidnappers', 'chibok')",1
"('herdsmennd', 'leave')",1
"('girlsdeborah', 'murderersfunsho')",1
"('sudan', 'i')",1
"('nigeria', 'killed')",1
"('attacking', 'angle')",1
"('williams', 'killers')",1
"('forget', 'herdsmen')",1
"('alone', ""'"")",1
